customer_id,first_name,last_name,email,signup_date,city,state
C00373,CustFN173,CustLN73,customer373@example.com,2023-01-04,Hyderabad,Uttar Pradesh
32-13-2025,CustFN174,not_a_date,customer374@example.com,null,not_a_date,invalid
C00375,CustFN175,CustLN75,customer375@example.com,2025-01-15,Hyderabad,Telangana
 ,,CustLN76,customer376@example.com,2025-06-02,Pune,N/A
C00377,CustFN177,CustLN77,customer377@example.com,null,Kolkata,West Bengal
C00378,CustFN178,CustLN78, ,2024-11-07,,West Bengal
C00379,CustFN179,CustLN79,@@@,2024-10-04,Delhi,N/A
C00380,null,nan,customer380@example.com,2023-09-13,Pune, 
NULL,CustFN181,CustLN81, ,2024-09-07,Kolkata,Delhi
123abc,CustFN182,,9999-99-99,2024-09-25,Mumbai,###BAD###
C00383,CustFN183,@@@,customer383@example.com,2025-04-16,Pune, 
C00384,CustFN184,CustLN84,123abc,2024-10-30,Delhi,Maharashtra
9999-99-99,###BAD###,CustLN85,customer385@example.com,2025-04-04,,N/A
C00386,invalid, ,customer386@example.com,N/A,Bengaluru,Uttar Pradesh
C00387,CustFN187,32-13-2025,customer387@example.com,2023-09-18,Bengaluru,Delhi
C00388, ,CustLN88,customer388@example.com,2024-01-28,Mumbai,not_a_date
C00389,NULL,CustLN89,customer389@example.com,32-13-2025,Chennai, 
C00390,32-13-2025,N/A,123abc,nan,nan,Maharashtra
C00391,CustFN191,CustLN91,,invalid,null,Telangana
C00392,@@@,CustLN92,customer392@example.com,2024-09-08,Noida,9999-99-99
C00393,NULL,123abc,customer393@example.com,null,###BAD###,Delhi
C00394,CustFN194,CustLN94,###BAD###,2023-01-01,Mumbai,123abc
C00395,CustFN195,NULL,customer395@example.com,2024-09-14,null,###BAD###
C00396,CustFN196,CustLN96,customer396@example.com,2024-08-10,,Uttar Pradesh
NULL,CustFN197,32-13-2025,customer397@example.com,2024-03-06,Chennai,Karnataka
invalid,invalid,CustLN98,customer398@example.com,2025-05-30,Kolkata,Tamil Nadu
C00399,CustFN199,CustLN99,customer399@example.com,not_a_date,N/A,Delhi
C00400,invalid,,customer400@example.com,2025-08-10,Hyderabad,Karnataka
C00401,NULL,invalid,32-13-2025,2025-06-23,9999-99-99,Maharashtra
C00402,CustFN2,32-13-2025,nan,2025-06-24,Chennai,Delhi
C00403,CustFN3,123abc,@@@,2024-03-13,Kolkata,@@@
C00404,CustFN4,null,customer404@example.com,2025-08-27,Chennai,Tamil Nadu
NULL,CustFN5,N/A,,NULL,Delhi,Delhi
C00406,nan,CustLN106,customer406@example.com,###BAD###,Mumbai,null
C00407,CustFN7,CustLN107,,N/A,Kolkata,Maharashtra
NULL,CustFN8,CustLN108,customer408@example.com,@@@,nan,Karnataka
invalid,null,CustLN109,customer409@example.com,2023-07-11,N/A,
N/A,CustFN10,CustLN110,customer410@example.com,2024-04-26,123abc,Telangana
C00411,CustFN11,CustLN111,NULL, ,Delhi,###BAD###
123abc,CustFN12,CustLN112,N/A,2024-04-05, ,@@@
C00413,9999-99-99,CustLN113,customer413@example.com,2024-02-12,Mumbai,Telangana
null,nan,CustLN114,customer414@example.com,123abc,Kolkata,Karnataka
N/A,CustFN15,CustLN115,customer415@example.com,###BAD###,Bengaluru,Uttar Pradesh
not_a_date,CustFN16,CustLN116,customer416@example.com,nan,Chennai,@@@
C00417,CustFN17,CustLN117,invalid,2024-05-16,Hyderabad,Karnataka
C00418,CustFN18,CustLN118,customer418@example.com,@@@,###BAD###,Uttar Pradesh
C00419,CustFN19,CustLN119,,2023-05-30,123abc,Tamil Nadu
C00420,CustFN20,CustLN120,customer420@example.com,N/A,Kolkata,Karnataka
C00421,null,9999-99-99,invalid,2025-04-28,null,Karnataka
9999-99-99,CustFN22,CustLN122,customer422@example.com,2024-02-03,Bengaluru,Maharashtra
C00423,CustFN23,CustLN123,customer423@example.com,2025-02-25,,Uttar Pradesh
C00424,CustFN24,CustLN124,###BAD###, , ,Maharashtra
invalid,nan,###BAD###,customer425@example.com,2025-03-29,Delhi,Maharashtra
not_a_date,CustFN26,CustLN126,nan,invalid,Mumbai,Maharashtra
C00427,CustFN27,CustLN127,,not_a_date,Hyderabad,
###BAD###,not_a_date,nan,customer428@example.com,2023-01-12,Noida,Karnataka
invalid, ,CustLN129,customer429@example.com,2023-08-07,Mumbai,West Bengal
9999-99-99,9999-99-99,CustLN130,###BAD###,,9999-99-99,Telangana
C00431,CustFN31,CustLN131,,2024-03-24,Pune,Uttar Pradesh
C00432,9999-99-99,CustLN132,customer432@example.com,not_a_date,NULL,32-13-2025
not_a_date,###BAD###,CustLN133,32-13-2025,2025-08-09,nan,###BAD###
C00434,CustFN34,CustLN134,customer434@example.com,2023-04-13,Pune,Telangana
C00435,CustFN35,CustLN135,nan,32-13-2025,Delhi,Uttar Pradesh
C00436,CustFN36,CustLN136,customer436@example.com,2023-09-06,Pune,not_a_date
not_a_date,CustFN37,CustLN137,customer437@example.com,9999-99-99,Kolkata,@@@
nan,CustFN38,,customer438@example.com,2023-10-01,NULL,Delhi
C00439,CustFN39,32-13-2025,nan,2025-08-09,123abc,not_a_date
C00440,CustFN40,CustLN140,N/A,2024-10-11,Bengaluru,nan
N/A,CustFN41,,nan,2025-06-25,Mumbai,Tamil Nadu
nan, ,nan,@@@, ,Pune,123abc
C00443,###BAD###,nan,customer443@example.com,2025-05-23,Pune,32-13-2025
C00444,invalid,@@@,customer444@example.com, ,Bengaluru,West Bengal
C00445,###BAD###,CustLN145,9999-99-99,###BAD###,Noida,Tamil Nadu
C00446,CustFN46,not_a_date,customer446@example.com,2025-08-30,Noida,invalid
C00447,NULL,null,customer447@example.com,2025-07-10,Bengaluru,Uttar Pradesh
not_a_date,9999-99-99,NULL,customer448@example.com,2024-06-14,Bengaluru,not_a_date
NULL,###BAD###,CustLN149,,NULL,Delhi,Delhi
C00450,CustFN50,CustLN150,customer450@example.com,32-13-2025,,Delhi
C00451,CustFN51,CustLN151,invalid,2025-09-19,32-13-2025,Tamil Nadu
###BAD###,CustFN52,123abc,customer452@example.com,2024-05-04,not_a_date,NULL
C00453,CustFN53,invalid,9999-99-99,###BAD###,Kolkata,###BAD###
NULL,not_a_date,@@@,customer454@example.com,2025-06-19,Mumbai,Uttar Pradesh
nan,CustFN55,CustLN155,N/A,2023-06-08,Kolkata,N/A
C00456,CustFN56,NULL,123abc,2024-08-08,Mumbai,Telangana
NULL,nan,N/A,customer457@example.com,2024-04-25,Pune,Delhi
C00458,not_a_date,nan,customer458@example.com,2024-07-10,123abc,123abc
C00459,CustFN59,CustLN159,customer459@example.com,@@@,null,123abc
C00460,CustFN60,CustLN160,,2024-10-16,NULL,Maharashtra
not_a_date,###BAD###,@@@,customer461@example.com, ,Chennai,NULL
C00462,N/A,CustLN162,,nan,N/A,
C00463,###BAD###,CustLN163,customer463@example.com,@@@,Kolkata,Maharashtra
C00464,CustFN64,invalid,customer464@example.com,2024-04-18,32-13-2025,Delhi
N/A,###BAD###,CustLN165,customer465@example.com,2025-02-23,Pune,Uttar Pradesh
null,CustFN66,N/A,customer466@example.com,2023-11-09,Mumbai,null
###BAD###,CustFN67,CustLN167,customer467@example.com,nan,Pune,West Bengal
###BAD###,invalid,,customer468@example.com,###BAD###,Chennai,not_a_date
C00469,CustFN69,CustLN169,customer469@example.com,N/A,Delhi,Maharashtra
NULL,CustFN70,CustLN170,9999-99-99,NULL,@@@,NULL
C00471,CustFN71,@@@,customer471@example.com,N/A,###BAD###,Karnataka
,CustFN72,CustLN172,customer472@example.com,2025-08-12,Hyderabad,Karnataka
C00473,@@@,CustLN173,customer473@example.com,2025-05-01,not_a_date,West Bengal
32-13-2025,CustFN74,9999-99-99,N/A,,Hyderabad,invalid
###BAD###,CustFN75,CustLN175,customer475@example.com,2024-02-28,Pune,Maharashtra
C00476,invalid,CustLN176,customer476@example.com,2025-05-10,Bengaluru,32-13-2025
C00477,CustFN77,CustLN177,###BAD###,2025-03-08,Noida,Tamil Nadu
C00478,not_a_date,9999-99-99,32-13-2025,###BAD###,Noida,Karnataka
C00479,CustFN79,CustLN179,customer479@example.com,2025-02-18,Pune,Maharashtra
C00480,not_a_date, ,nan,2025-09-03,@@@,Tamil Nadu
C00481,CustFN81,CustLN181,N/A,N/A,Delhi, 
C00482,CustFN82,32-13-2025,###BAD###,2024-12-21,@@@,N/A
C00483,CustFN83,NULL,invalid,NULL,Delhi,Delhi
nan,CustFN84,CustLN184,customer484@example.com,NULL,9999-99-99,NULL
C00485,invalid,CustLN185,customer485@example.com,2025-05-08,Bengaluru,Telangana
, ,CustLN186,customer486@example.com,2024-03-27,Chennai, 
 ,###BAD###,CustLN187,customer487@example.com,2025-09-26,Pune,Tamil Nadu
C00488,9999-99-99,CustLN188,customer488@example.com,2024-03-25,Delhi,Karnataka
C00489,###BAD###,CustLN189,customer489@example.com,invalid,Delhi,32-13-2025
@@@,CustFN90,CustLN190,customer490@example.com,nan,Pune,West Bengal
32-13-2025,CustFN91,null,null,2025-09-21,null, 
C00492,CustFN92,###BAD###,customer492@example.com,2023-03-01,Chennai,###BAD###
C00493,CustFN93,NULL,customer493@example.com,2025-03-07,123abc,West Bengal
9999-99-99,,NULL,32-13-2025,2024-11-19,invalid,Telangana
9999-99-99,CustFN95,CustLN195,customer495@example.com,32-13-2025,###BAD###,Uttar Pradesh
,CustFN96,CustLN196,@@@,2023-12-05,Noida,123abc
123abc,CustFN97,CustLN197,customer497@example.com,NULL,NULL,Tamil Nadu
not_a_date,not_a_date,CustLN198,customer498@example.com,2023-09-19,NULL,Telangana
C00499,CustFN99,N/A,N/A,2023-02-25,null,Telangana
123abc,CustFN100,CustLN200,9999-99-99,2025-03-17,Pune,Uttar Pradesh
C00501,CustFN101,not_a_date,customer501@example.com,2023-02-25,Hyderabad,Delhi
nan,N/A,CustLN202,customer502@example.com,invalid,N/A,Delhi
,32-13-2025,,customer503@example.com,2025-05-27,###BAD###,32-13-2025
null,CustFN104,invalid,customer504@example.com,2023-10-05,32-13-2025,nan
C00505,not_a_date,CustLN205,invalid,2025-08-03,Hyderabad,Maharashtra
 ,CustFN106,CustLN206,###BAD###,N/A,Pune, 
 ,9999-99-99,CustLN207,@@@,nan,Bengaluru,Uttar Pradesh
N/A,CustFN108,CustLN208,null,2024-06-16,NULL,Maharashtra
C00509,9999-99-99,NULL,customer509@example.com,nan,not_a_date,9999-99-99
C00510,CustFN110,CustLN210,customer510@example.com,2024-11-01,9999-99-99,Delhi
C00511,invalid,CustLN211,customer511@example.com,2024-03-09,32-13-2025,N/A
 ,N/A, ,null,2025-07-20,Bengaluru,Maharashtra
C00513,CustFN113,CustLN213,customer513@example.com,2024-10-31,@@@,
###BAD###,CustFN114,CustLN214,customer514@example.com,2024-11-22,Kolkata,Telangana
NULL,CustFN115,CustLN215,customer515@example.com,2025-02-15,N/A,West Bengal
C00516,CustFN116,CustLN216,customer516@example.com,2024-07-23,NULL,Telangana
 ,invalid,CustLN217,nan,2025-05-13,Hyderabad,West Bengal
C00518,123abc,CustLN218,NULL,NULL,Mumbai,NULL
C00519,NULL, ,customer519@example.com,2023-06-17,Bengaluru,not_a_date
32-13-2025,CustFN120,CustLN220,customer520@example.com,2025-08-21,32-13-2025,Maharashtra
@@@,9999-99-99,CustLN221,nan,invalid,null,Tamil Nadu
C00522,CustFN122,CustLN222,###BAD###,2023-04-17,,Maharashtra
32-13-2025,CustFN123,CustLN223,customer523@example.com,2024-12-17,Noida,Karnataka
C00524,CustFN124,CustLN224,nan,NULL,nan,###BAD###
N/A,CustFN125,CustLN225,null,2023-05-21,Bengaluru,Maharashtra
C00526,CustFN126,CustLN226,customer526@example.com,null,Pune,32-13-2025
C00527,not_a_date,123abc,customer527@example.com,2023-03-05,Hyderabad,Maharashtra
C00528,###BAD###,invalid,nan,2024-05-21,Pune,Delhi
C00529,CustFN129,CustLN229,customer529@example.com,2024-02-13,not_a_date,NULL
C00530,CustFN130,123abc,9999-99-99,2023-02-11,Kolkata,Maharashtra
###BAD###,32-13-2025,CustLN231,123abc,123abc,Delhi,N/A
C00532,NULL,CustLN232,customer532@example.com,2024-05-03,invalid,123abc
32-13-2025,CustFN133,CustLN233,customer533@example.com,2023-09-16,Bengaluru,@@@
9999-99-99,CustFN134,CustLN234,invalid,,123abc,not_a_date
C00535,CustFN135,32-13-2025,###BAD###, ,@@@,Maharashtra
C00536,CustFN136,CustLN236,,2024-03-22,Delhi,Telangana
C00537,CustFN137,CustLN237,,not_a_date,###BAD###,West Bengal
C00538,CustFN138, ,@@@,@@@, ,Karnataka
C00539,NULL,CustLN239,N/A,2025-01-25,Noida,Tamil Nadu
nan,invalid,CustLN240,N/A,2023-12-10,Kolkata,Karnataka
C00541,CustFN141,CustLN241,customer541@example.com, ,null,Tamil Nadu
C00542,CustFN142,CustLN242,customer542@example.com,N/A,Noida,invalid
null,NULL,CustLN243,customer543@example.com,2024-09-29,nan,nan
9999-99-99,N/A,CustLN244,32-13-2025,2023-08-10,null,N/A
 ,CustFN145,CustLN245,@@@,2023-02-22,Bengaluru,@@@
C00546,CustFN146,CustLN246,9999-99-99,2024-09-30,Delhi, 
C00547,CustFN147,CustLN247,customer547@example.com,@@@,Noida,Karnataka
nan,CustFN148,@@@,customer548@example.com,2025-03-23,Bengaluru,9999-99-99
C00549,CustFN149, ,customer549@example.com,123abc,Noida,32-13-2025
C00550,not_a_date,CustLN250,customer550@example.com,2023-06-05,Delhi,
C00551,###BAD###,32-13-2025, ,2024-05-12,Pune,West Bengal
C00552,CustFN152,CustLN252,###BAD###,2023-07-28, ,@@@
not_a_date,CustFN153,CustLN253,nan,2024-09-09,Delhi,Delhi
C00554,null,CustLN254, ,2023-09-05,Chennai,Delhi
9999-99-99,CustFN155,@@@,customer555@example.com,2023-03-26,Chennai,###BAD###
C00556,N/A,null,not_a_date,9999-99-99,Bengaluru, 
C00557,###BAD###, ,customer557@example.com,2025-05-27,123abc,Uttar Pradesh
nan,CustFN158,,@@@,2025-01-28,Pune,@@@
C00559,###BAD###,CustLN259,123abc,2023-05-22,N/A,Karnataka
,CustFN160,,customer560@example.com,123abc,###BAD###,null
C00561,CustFN161,CustLN261,,2024-11-29,Kolkata,Uttar Pradesh
C00562,CustFN162,CustLN262,NULL,2023-01-26,Bengaluru,nan
NULL,CustFN163,null,customer563@example.com,2025-05-10,Kolkata,Maharashtra
NULL,CustFN164,CustLN264,customer564@example.com,2025-09-30,Noida,Maharashtra
C00565,CustFN165,,customer565@example.com,2023-08-05,Mumbai,NULL
C00566,CustFN166,CustLN266,9999-99-99,N/A,N/A,Telangana
123abc,###BAD###, ,customer567@example.com,not_a_date,null,Karnataka
32-13-2025,CustFN168,CustLN268,customer568@example.com,2025-07-30,Noida,Uttar Pradesh
not_a_date,CustFN169,invalid,customer569@example.com,2023-11-10,not_a_date,Delhi
C00570,CustFN170,N/A,customer570@example.com,9999-99-99,Delhi,West Bengal
C00571,123abc,CustLN271,customer571@example.com,2023-12-27,Delhi,Telangana
null,not_a_date,CustLN272,customer572@example.com,2024-07-07,Chennai,not_a_date
C00573,CustFN173,CustLN273,null,2025-09-17,not_a_date,Delhi
9999-99-99,###BAD###,nan,customer574@example.com,2025-08-10,Noida,@@@
C00575,CustFN175,###BAD###,customer575@example.com,nan,Hyderabad,Maharashtra
32-13-2025,CustFN176,invalid,not_a_date,null, ,Maharashtra
C00577,CustFN177,CustLN277,customer577@example.com,null,###BAD###,@@@
C00578,null,CustLN278,customer578@example.com,N/A,Bengaluru,Karnataka
not_a_date,CustFN179,CustLN279,NULL,2023-06-27,Pune,nan
C00580,@@@,CustLN280,customer580@example.com,2024-07-25,null,Karnataka
@@@,CustFN181,N/A,123abc,2025-07-12,Noida,Karnataka
C00582,CustFN182,CustLN282,customer582@example.com,2024-05-14,invalid,
C00583,invalid,CustLN283,customer583@example.com,2025-08-09,,N/A
C00584,CustFN184,CustLN284,customer584@example.com,invalid,Bengaluru,Karnataka
C00585,CustFN185,CustLN285,NULL,2024-11-19, ,Uttar Pradesh
C00586,CustFN186,CustLN286,customer586@example.com,2023-02-28,Bengaluru,Maharashtra
C00587,CustFN187,9999-99-99,customer587@example.com,2025-10-09,N/A,NULL
32-13-2025,not_a_date,123abc,customer588@example.com,2024-10-27,NULL,Karnataka
invalid,CustFN189,CustLN289,NULL,2024-01-08,Delhi,N/A
C00590,CustFN190,CustLN290,@@@,N/A,@@@,Uttar Pradesh
invalid,@@@,CustLN291,customer591@example.com,2024-03-10,9999-99-99,32-13-2025
C00592,not_a_date,CustLN292,customer592@example.com,2024-12-27,Bengaluru,Delhi
C00593,@@@,CustLN293,customer593@example.com,2024-06-13,Bengaluru,9999-99-99
@@@,CustFN194,CustLN294,,2024-11-28,,Karnataka
@@@,NULL,not_a_date,@@@,2024-07-26,###BAD###,Delhi
C00596,CustFN196,not_a_date,customer596@example.com,2024-07-19,Pune,not_a_date
null,invalid,CustLN297,customer597@example.com,2023-01-21,not_a_date,Maharashtra
invalid,CustFN198,CustLN298,nan,N/A,9999-99-99,Telangana
null,CustFN199,CustLN299,customer599@example.com,,invalid,Maharashtra
C00600,CustFN0,CustLN0,customer600@example.com,2024-05-09,123abc,9999-99-99
C00601, ,@@@,nan,2025-04-12,Chennai,West Bengal
nan,CustFN2,N/A,customer602@example.com,invalid,Bengaluru,Tamil Nadu
NULL,null,CustLN3,customer603@example.com,2024-05-07,NULL,Delhi
9999-99-99, ,,32-13-2025,2025-09-02,Delhi,West Bengal
C00605, ,CustLN5, ,9999-99-99,###BAD###,Tamil Nadu
C00606,CustFN6,CustLN6,customer606@example.com,invalid, ,NULL
C00607,CustFN7,CustLN7,customer607@example.com,2023-02-05,9999-99-99,Tamil Nadu
@@@,###BAD###,CustLN8,###BAD###,2023-07-10,invalid,West Bengal
,32-13-2025,CustLN9,customer609@example.com,N/A,null,32-13-2025
C00610,CustFN10,CustLN10,customer610@example.com,nan,Mumbai,
not_a_date, ,CustLN11,customer611@example.com,2025-04-08, ,Tamil Nadu
C00612,invalid,CustLN12,customer612@example.com,2024-05-13,Mumbai,Maharashtra
C00613,CustFN13,,customer613@example.com,2024-09-19,Chennai,West Bengal
N/A,CustFN14,###BAD###,customer614@example.com,2025-01-25,Kolkata,###BAD###
###BAD###,CustFN15,CustLN15, ,2025-08-27,Hyderabad,Telangana
nan,CustFN16,invalid,invalid,,N/A,Delhi
123abc,not_a_date,CustLN17,null,2025-05-21,NULL,West Bengal
C00618,CustFN18,CustLN18,customer618@example.com,2024-11-08, ,###BAD###
invalid,32-13-2025,@@@,customer619@example.com,@@@,Chennai,Delhi
C00620, ,,customer620@example.com,N/A,123abc,Maharashtra
C00621,CustFN21,CustLN21,customer621@example.com,2024-07-08,###BAD###,9999-99-99
N/A,CustFN22,not_a_date,null,,Hyderabad,Maharashtra
,N/A,CustLN23,customer623@example.com,2024-05-29,###BAD###,Karnataka
C00624,CustFN24,CustLN24,customer624@example.com,123abc,Noida,Telangana
C00625, ,CustLN25,customer625@example.com,2023-09-05,@@@,Telangana
not_a_date,CustFN26,9999-99-99,customer626@example.com,123abc,Mumbai,Maharashtra
32-13-2025, ,invalid,invalid,null,@@@,Karnataka
C00628,nan,CustLN28,customer628@example.com,2023-09-02,NULL,Uttar Pradesh
32-13-2025,CustFN29,CustLN29,9999-99-99,2024-01-15,Hyderabad,Delhi
C00630,,CustLN30,32-13-2025,2024-01-28,###BAD###,
invalid,CustFN31,CustLN31,customer631@example.com,2024-03-19,Noida,Delhi
C00632,N/A,N/A,customer632@example.com,2025-09-18,,123abc
 ,CustFN33,CustLN33,123abc,2024-07-20,Pune,
C00634,32-13-2025,CustLN34,not_a_date,123abc,Bengaluru,West Bengal
C00635,###BAD###,CustLN35,customer635@example.com,2023-07-25,Pune, 
,not_a_date,32-13-2025,customer636@example.com,2024-02-02,Pune,Maharashtra
C00637,NULL,CustLN37,,2024-08-29,Pune,Telangana
C00638,32-13-2025,,customer638@example.com,2024-04-10,null,123abc
nan,CustFN39,not_a_date,NULL, ,9999-99-99,not_a_date
9999-99-99,CustFN40,CustLN40,123abc,2024-01-03, ,Telangana
C00641,CustFN41,###BAD###,123abc,2024-09-11,null, 
123abc,N/A,@@@,customer642@example.com,2023-01-29,Pune,Delhi
NULL,CustFN43,CustLN43,customer643@example.com,123abc, ,Karnataka
C00644,NULL,###BAD###,customer644@example.com,2024-07-15,Noida,Tamil Nadu
9999-99-99,CustFN45,nan,customer645@example.com,2023-04-04,nan,Delhi
C00646,CustFN46,CustLN46,customer646@example.com,,NULL,Tamil Nadu
nan,CustFN47,123abc,customer647@example.com,###BAD###,Noida,###BAD###
C00648,CustFN48,CustLN48, ,2023-09-16,123abc,West Bengal
C00649,CustFN49,null,invalid,2025-10-02,Bengaluru,invalid
C00650,CustFN50,nan,customer650@example.com,,Delhi,Maharashtra
C00651,CustFN51, ,customer651@example.com,2023-01-26,Mumbai,32-13-2025
C00652,@@@,CustLN52,customer652@example.com,2024-08-05,Chennai,Delhi
C00653,CustFN53,CustLN53,customer653@example.com,2025-08-19,Hyderabad,null
C00654,NULL,not_a_date,customer654@example.com,invalid,32-13-2025,Telangana
C00655,N/A,NULL,###BAD###,2025-06-21,invalid,West Bengal
C00656,nan,CustLN56,###BAD###,###BAD###,Bengaluru,Maharashtra
nan,CustFN57,CustLN57,123abc,2024-01-13,Pune,West Bengal
C00658,123abc,CustLN58,customer658@example.com,2023-04-16,Pune,Delhi
C00659,invalid,CustLN59,customer659@example.com,2024-06-01,9999-99-99,NULL
32-13-2025,CustFN60,CustLN60,,2025-09-05,Bengaluru,123abc
,CustFN61,CustLN61,invalid,2023-08-22,NULL,Uttar Pradesh
NULL, ,CustLN62,@@@, ,invalid,9999-99-99
C00663,CustFN63,CustLN63,customer663@example.com,2025-03-31,Noida,Tamil Nadu
9999-99-99,CustFN64,CustLN64,customer664@example.com,,Chennai,Karnataka
C00665,CustFN65, ,customer665@example.com,2023-06-01,Noida,Delhi
C00666,CustFN66,CustLN66,customer666@example.com,2023-04-20,nan,Maharashtra
not_a_date,CustFN67,32-13-2025,customer667@example.com,###BAD###,Delhi,Karnataka
C00668,CustFN68,nan,customer668@example.com,@@@,Hyderabad,Maharashtra
32-13-2025,NULL,CustLN69,customer669@example.com,2024-09-14,Noida,Karnataka
C00670,CustFN70,CustLN70,not_a_date,nan,Kolkata,Uttar Pradesh
C00671,,CustLN71,###BAD###,2024-05-23,nan,Maharashtra
C00672,CustFN72,CustLN72,customer672@example.com,2023-08-31,Pune,N/A
C00673,123abc,123abc,invalid,2025-05-02,N/A,Karnataka
C00674,32-13-2025,CustLN74,customer674@example.com,2024-04-07,NULL,Maharashtra
@@@,nan,not_a_date,customer675@example.com,,Chennai,Karnataka
null,CustFN76,CustLN76,N/A,not_a_date,not_a_date,Tamil Nadu
C00677,CustFN77,null,customer677@example.com,123abc,Noida,Delhi
nan,N/A,nan,customer678@example.com,2024-08-31,Chennai,Maharashtra
 ,CustFN79,null,###BAD###,2025-05-28,Mumbai, 
invalid,123abc,CustLN80,customer680@example.com,2024-09-17,Delhi,NULL
123abc,null,CustLN81,customer681@example.com,not_a_date,Hyderabad,not_a_date
C00682,N/A,CustLN82,customer682@example.com,32-13-2025,null,nan
C00683,CustFN83,32-13-2025,NULL,2024-03-01,Chennai,Tamil Nadu
32-13-2025,CustFN84,###BAD###,32-13-2025,###BAD###,Pune,Delhi
NULL,NULL,CustLN85,9999-99-99,2024-06-25,Hyderabad,
32-13-2025,CustFN86,32-13-2025, ,,Pune,
invalid,null,CustLN87,customer687@example.com,nan,@@@,Maharashtra
 ,CustFN88,null,customer688@example.com,null,Hyderabad,Maharashtra
C00689,123abc,CustLN89,customer689@example.com,2023-12-22,Mumbai,@@@
C00690,CustFN90,CustLN90,###BAD###,2023-06-03,@@@,9999-99-99
C00691, ,123abc,customer691@example.com,2023-11-17,Pune,Maharashtra
C00692,CustFN92,NULL,customer692@example.com, ,Chennai,not_a_date
9999-99-99,CustFN93,CustLN93,invalid,2025-04-16,Delhi,123abc
C00694,CustFN94,CustLN94,customer694@example.com,2025-07-11,null,N/A
C00695,CustFN95, ,invalid,2025-08-20,null,Delhi
###BAD###,CustFN96,not_a_date,NULL,N/A,Chennai,9999-99-99
null,CustFN97,CustLN97,customer697@example.com,2023-03-08,Delhi,Maharashtra
null,CustFN98,CustLN98,customer698@example.com,2024-04-19,invalid,Maharashtra
NULL,123abc,CustLN99,customer699@example.com,2024-08-13,Delhi,Maharashtra
C00700,CustFN100,CustLN100,customer700@example.com,2024-08-02,Hyderabad,West Bengal
C00701,###BAD###,CustLN101,customer701@example.com,2025-07-18,Pune,Maharashtra
C00702,CustFN102,CustLN102,customer702@example.com,invalid,Pune,not_a_date
C00703,32-13-2025,CustLN103,null,2024-04-23,Pune,Maharashtra
invalid,null,###BAD###,customer704@example.com,2024-06-25,Bengaluru,Telangana
C00705,N/A,CustLN105, ,2024-02-10,32-13-2025,Karnataka
C00706,CustFN106,CustLN106,customer706@example.com,2025-05-20,NULL,Karnataka
invalid,CustFN107,CustLN107,customer707@example.com,2023-08-24,9999-99-99,Maharashtra
C00708,CustFN108,CustLN108,customer708@example.com,2024-04-05,NULL, 
C00709,CustFN109,CustLN109,null,2023-11-02,Mumbai,West Bengal
C00710,invalid,CustLN110,customer710@example.com,@@@,###BAD###,invalid
NULL,9999-99-99,CustLN111,@@@,2023-10-19,###BAD###,9999-99-99
C00712,CustFN112,not_a_date,customer712@example.com,2023-05-27,N/A,null
nan,CustFN113,,not_a_date,2023-05-03,Noida,@@@
invalid,CustFN114,CustLN114,null,2023-12-06,123abc,NULL
C00715,,CustLN115,customer715@example.com,2024-09-21,N/A,Delhi
C00716,CustFN116,CustLN116,null,nan,invalid, 
null,invalid,@@@,###BAD###,2025-06-18,Pune,Delhi
C00718,CustFN118,null,123abc,###BAD###,nan,Maharashtra
C00719,NULL,CustLN119,customer719@example.com,32-13-2025,Hyderabad,not_a_date
C00720,CustFN120,N/A,,123abc,Chennai,West Bengal
C00721,N/A,invalid,customer721@example.com,2025-04-04,Pune,Maharashtra
null,32-13-2025,CustLN122,customer722@example.com,2024-07-11,Noida,Telangana
C00723, ,CustLN123,N/A,nan,Chennai,Delhi
N/A,not_a_date, ,customer724@example.com,2025-10-08,Noida,invalid
123abc,32-13-2025,CustLN125,not_a_date,2025-06-15,9999-99-99,Tamil Nadu
 ,9999-99-99,CustLN126,nan,2023-06-14,N/A,123abc
C00727,CustFN127,CustLN127,@@@,2023-03-23,Pune,@@@
C00728,NULL,, ,2025-06-03,###BAD###,###BAD###
C00729,###BAD###,CustLN129,customer729@example.com,invalid,Hyderabad,123abc
C00730,CustFN130,CustLN130,NULL,2024-05-27,Chennai,###BAD###
C00731,9999-99-99,invalid,customer731@example.com,not_a_date,Mumbai,Maharashtra
C00732, ,9999-99-99, ,2023-07-07,Noida,West Bengal
9999-99-99,###BAD###,CustLN133,customer733@example.com,2024-04-13,nan,Tamil Nadu
@@@,CustFN134,CustLN134,customer734@example.com,2023-02-12,32-13-2025,123abc
C00735,nan,9999-99-99,customer735@example.com,2024-07-05,###BAD###,West Bengal
@@@,CustFN136,,customer736@example.com,2023-03-24,@@@,Uttar Pradesh
@@@,CustFN137,null,nan,N/A,Bengaluru,Maharashtra
nan,CustFN138,CustLN138,customer738@example.com,2025-08-21,###BAD###,123abc
C00739,###BAD###,CustLN139,customer739@example.com, ,Bengaluru,null
C00740,null,CustLN140,customer740@example.com,2024-07-23,9999-99-99,
C00741,CustFN141,123abc,customer741@example.com,2024-01-07,invalid,Karnataka
invalid,nan,N/A,customer742@example.com,2025-06-11,Delhi,Maharashtra
C00743,CustFN143,CustLN143,customer743@example.com,123abc,Kolkata,9999-99-99
